Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-nnh1,counterbalance-yw81,randomiser-rl3q,counterbalance-oqb7,counterbalance-3hrr,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: stimuli,Spreadsheet: answer,Spreadsheet: condition,Spreadsheet: set,Spreadsheet: item,Spreadsheet: Freq,Spreadsheet: trial,Spreadsheet: block,Manipulation: Spreadsheet
798,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,184,trial,Screen 2,iz63v2,2,continue,,784.96,771.7800000000279,784.96,784.96,771.7800000000279,784.96,0,784.96,0,0,,Audio Clip,Audio,1,object-44,trial,vurdu.mp3,unacceptable,GramHarm,critical,vurdu,"1,779",138,2,
799,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,184,trial,Screen 7,ru9xsg,3,response,acceptable,201.17999999999302,185.11999999999534,201.17999999999302,201.17999999999302,185.11999999999534,201.17999999999302,0,201.17999999999302,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,vurdu.mp3,unacceptable,GramHarm,critical,vurdu,"1,779",138,2,
800,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,185,trial,Screen 1,mm8vqg,1,continue,,570.36,570.36,570.36,570.36,570.36,570.36,1,570.36,0,0,,Fixation Timing,Fixation,1,object-17,trial,beşşairlər.mp3,unacceptable,SemViol,critical,beş şairlər,9160,108,2,
801,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,185,trial,Screen 2,iz63v2,2,info,audio started,5.7000000000116415,0,5.7000000000116415,5.7000000000116415,0,5.7000000000116415,0,5.7000000000116415,0,0,,Audio Clip,Audio,1,object-44,trial,beşşairlər.mp3,unacceptable,SemViol,critical,beş şairlər,9160,108,2,
802,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,185,trial,Screen 2,iz63v2,2,continue,,1212.7000000000116,1208.320000000007,1212.7000000000116,1212.7000000000116,1208.320000000007,1212.7000000000116,0,1212.7000000000116,0,0,,Audio Clip,Audio,1,object-44,trial,beşşairlər.mp3,unacceptable,SemViol,critical,beş şairlər,9160,108,2,
803,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,185,trial,Screen 7,ru9xsg,3,response,acceptable,175.38000000000466,166.67999999999302,175.38000000000466,175.38000000000466,166.67999999999302,175.38000000000466,0,175.38000000000466,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,beşşairlər.mp3,unacceptable,SemViol,critical,beş şairlər,9160,108,2,
804,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,186,trial,Screen 1,mm8vqg,1,continue,,570.6199999999953,570.6199999999953,570.6199999999953,570.6199999999953,570.6199999999953,570.6199999999953,1,570.6199999999953,0,0,,Fixation Timing,Fixation,1,object-17,trial,saatlar.mp3,acceptable,Gramm.Simple,critical,saatlar,388,11,2,
805,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,186,trial,Screen 2,iz63v2,2,info,audio started,6.080000000016298,0,6.080000000016298,6.080000000016298,0,6.080000000016298,0,6.080000000016298,0,0,,Audio Clip,Audio,1,object-44,trial,saatlar.mp3,acceptable,Gramm.Simple,critical,saatlar,388,11,2,
806,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,186,trial,Screen 2,iz63v2,2,continue,,963.0800000000163,956.8600000000442,963.0800000000163,963.0800000000163,956.8600000000442,963.0800000000163,0,963.0800000000163,0,0,,Audio Clip,Audio,1,object-44,trial,saatlar.mp3,acceptable,Gramm.Simple,critical,saatlar,388,11,2,
807,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,186,trial,Screen 7,ru9xsg,3,response,acceptable,365.21999999997206,351.85999999998603,365.21999999997206,365.21999999997206,351.85999999998603,365.21999999997206,1,365.21999999997206,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,saatlar.mp3,acceptable,Gramm.Simple,critical,saatlar,388,11,2,
808,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,187,trial,Screen 1,mm8vqg,1,continue,,570.0199999999604,570.0199999999604,570.0199999999604,570.0199999999604,570.0199999999604,570.0199999999604,1,570.0199999999604,0,0,,Fixation Timing,Fixation,1,object-17,trial,beşişlə.mp3,unacceptable,SynViol.Num,critical,beş işlə,"6,037",54,2,
809,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,187,trial,Screen 2,iz63v2,2,info,audio started,6.340000000025611,0,6.340000000025611,6.340000000025611,0,6.340000000025611,0,6.340000000025611,0,0,,Audio Clip,Audio,1,object-44,trial,beşişlə.mp3,unacceptable,SynViol.Num,critical,beş işlə,"6,037",54,2,
810,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,187,trial,Screen 2,iz63v2,2,continue,,885.3400000000256,872.9800000000396,885.3400000000256,885.3400000000256,872.9800000000396,885.3400000000256,0,885.3400000000256,0,0,,Audio Clip,Audio,1,object-44,trial,beşişlə.mp3,unacceptable,SynViol.Num,critical,beş işlə,"6,037",54,2,
811,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,187,trial,Screen 7,ru9xsg,3,response,acceptable,394.35999999998603,386.0199999999604,394.35999999998603,394.35999999998603,386.0199999999604,394.35999999998603,0,394.35999999998603,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,beşişlə.mp3,unacceptable,SynViol.Num,critical,beş işlə,"6,037",54,2,
812,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,188,trial,Screen 1,mm8vqg,1,continue,,570.2600000000093,570.2600000000093,570.2600000000093,570.2600000000093,570.2600000000093,570.2600000000093,1,570.2600000000093,0,0,,Fixation Timing,Fixation,1,object-17,trial,soldu.mp3,unacceptable,GramHarm,critical,soldu,26,122,2,
813,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,188,trial,Screen 2,iz63v2,2,info,audio started,7.080000000016298,0,7.080000000016298,7.080000000016298,0,7.080000000016298,0,7.080000000016298,0,0,,Audio Clip,Audio,1,object-44,trial,soldu.mp3,unacceptable,GramHarm,critical,soldu,26,122,2,
814,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,188,trial,Screen 2,iz63v2,2,continue,,854.9199999999837,838.2600000000093,854.9199999999837,854.9199999999837,838.2600000000093,854.9199999999837,0,854.9199999999837,0,0,,Audio Clip,Audio,1,object-44,trial,soldu.mp3,unacceptable,GramHarm,critical,soldu,26,122,2,
815,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,188,trial,Screen 7,ru9xsg,3,response,acceptable,671.82,655.5200000000186,671.82,671.82,655.5200000000186,671.82,0,671.82,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,soldu.mp3,unacceptable,GramHarm,critical,soldu,26,122,2,
816,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,189,trial,Screen 1,mm8vqg,1,continue,,570.4199999999837,570.4199999999837,570.4199999999837,570.4199999999837,570.4199999999837,570.4199999999837,1,570.4199999999837,0,0,,Fixation Timing,Fixation,1,object-17,trial,ərıdy.mp3,unacceptable,HarmViol,critical,ərıdy,67,152,2,
817,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,189,trial,Screen 2,iz63v2,2,info,audio started,7.880000000004657,0,7.880000000004657,7.880000000004657,0,7.880000000004657,0,7.880000000004657,0,0,,Audio Clip,Audio,1,object-44,trial,ərıdy.mp3,unacceptable,HarmViol,critical,ərıdy,67,152,2,
818,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,189,trial,Screen 2,iz63v2,2,continue,,793.8800000000047,787.4400000000023,793.8800000000047,793.8800000000047,787.4400000000023,793.8800000000047,0,793.8800000000047,0,0,,Audio Clip,Audio,1,object-44,trial,ərıdy.mp3,unacceptable,HarmViol,critical,ərıdy,67,152,2,
819,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,189,trial,Screen 7,ru9xsg,3,response,acceptable,20.44000000000233,16.65999999997439,20.44000000000233,20.44000000000233,16.65999999997439,20.44000000000233,0,20.44000000000233,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,ərıdy.mp3,unacceptable,HarmViol,critical,ərıdy,67,152,2,
820,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,190,trial,Screen 1,mm8vqg,1,continue,,571.4000000000233,571.4000000000233,571.4000000000233,571.4000000000233,571.4000000000233,571.4000000000233,1,571.4000000000233,0,0,,Fixation Timing,Fixation,1,object-17,trial,günlər.mp3,acceptable,Gramm.Simple,critical,günlər,"6,354",24,2,
821,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,190,trial,Screen 2,iz63v2,2,info,audio started,5.380000000004657,0,5.380000000004657,5.380000000004657,0,5.380000000004657,0,5.380000000004657,0,0,,Audio Clip,Audio,1,object-44,trial,günlər.mp3,acceptable,Gramm.Simple,critical,günlər,"6,354",24,2,
822,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,190,trial,Screen 2,iz63v2,2,continue,,729.3800000000047,720.9400000000023,729.3800000000047,729.3800000000047,720.9400000000023,729.3800000000047,0,729.3800000000047,0,0,,Audio Clip,Audio,1,object-44,trial,günlər.mp3,acceptable,Gramm.Simple,critical,günlər,"6,354",24,2,
823,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,190,trial,Screen 7,ru9xsg,3,response,acceptable,181.44000000000233,168.40000000002328,181.44000000000233,181.44000000000233,168.40000000002328,181.44000000000233,1,181.44000000000233,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,günlər.mp3,acceptable,Gramm.Simple,critical,günlər,"6,354",24,2,
824,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,191,trial,Screen 1,mm8vqg,1,continue,,570.4199999999837,570.4199999999837,570.4199999999837,570.4199999999837,570.4199999999837,570.4199999999837,1,570.4199999999837,0,0,,Fixation Timing,Fixation,1,object-17,trial,dötuşaqlar.mp3,unacceptable,SemViol,critical,dörd uşaqlar,12709,119,2,
825,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,191,trial,Screen 2,iz63v2,2,info,audio started,4.619999999995343,0,4.619999999995343,4.619999999995343,0,4.619999999995343,0,4.619999999995343,0,0,,Audio Clip,Audio,1,object-44,trial,dötuşaqlar.mp3,unacceptable,SemViol,critical,dörd uşaqlar,12709,119,2,
826,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,191,trial,Screen 2,iz63v2,2,response,acceptable,981.6199999999953,973.0200000000186,981.6199999999953,981.6199999999953,973.0200000000186,981.6199999999953,0,981.6199999999953,0,0,,Keyboard Response,Keyboard Response,4,object-124,trial,dötuşaqlar.mp3,unacceptable,SemViol,critical,dörd uşaqlar,12709,119,2,
827,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,191,trial,Screen 7,ru9xsg,3,response,acceptable,1377.9400000000023,1374.960000000021,1377.9400000000023,1377.9400000000023,1374.960000000021,1377.9400000000023,0,1377.9400000000023,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,dötuşaqlar.mp3,unacceptable,SemViol,critical,dörd uşaqlar,12709,119,2,
828,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,192,trial,Screen 1,mm8vqg,1,continue,,570.54,570.54,570.54,570.54,570.54,570.54,1,570.54,0,0,,Fixation Timing,Fixation,1,object-17,trial,üçquş.mp3,acceptable,Gramm.Num,critical,üç quş,"2,934",31,2,
829,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,192,trial,Screen 2,iz63v2,2,info,audio started,6.440000000002328,0,6.440000000002328,6.440000000002328,0,6.440000000002328,0,6.440000000002328,0,0,,Audio Clip,Audio,1,object-44,trial,üçquş.mp3,acceptable,Gramm.Num,critical,üç quş,"2,934",31,2,
830,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,192,trial,Screen 2,iz63v2,2,continue,,902.4400000000023,890.1599999999744,902.4400000000023,902.4400000000023,890.1599999999744,902.4400000000023,0,902.4400000000023,0,0,,Audio Clip,Audio,1,object-44,trial,üçquş.mp3,acceptable,Gramm.Num,critical,üç quş,"2,934",31,2,
831,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,192,trial,Screen 7,ru9xsg,3,response,acceptable,255.28000000002794,251.86000000004424,255.28000000002794,255.28000000002794,251.86000000004424,255.28000000002794,1,255.28000000002794,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,üçquş.mp3,acceptable,Gramm.Num,critical,üç quş,"2,934",31,2,
832,1.69696E+12,10/10/2023 17:21,1.69697E+12,3.5,10/10/2023 23:51,140886,2,task-p745,,32144764,BLIND,9505769,,complete,enamxr,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,,,2,spreadsheet3,spreadsheet2,spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,
1,1.69908E+12,4/11/2023 5:22,1.69909E+12,3.5,4/11/2023 11:52,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,,,,,,
2,1.69908E+12,4/11/2023 5:23,1.69909E+12,3.5,4/11/2023 11:53,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,,,,,,
3,1.69908E+12,4/11/2023 5:23,1.69909E+12,3.5,4/11/2023 11:53,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,
4,1.69908E+12,4/11/2023 5:23,1.69909E+12,3.5,4/11/2023 11:53,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,1,instructions,Screen 1,bzznnp,1,continue,,5705.585999999999,5688.902999999998,5705.585999999999,5705.585999999999,5688.902999999998,5705.585999999999,1,5705.585999999999,0,0,,Click To Continue,Continue Button,1,object-4,instructions,,,,,,,,,
5,1.69908E+12,4/11/2023 5:23,1.69909E+12,3.5,4/11/2023 11:53,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,1,instructions,Screen 4,lb23ny,2,timedOut,,3003.3240000000005,3002.9400000000023,3003.3240000000005,3003.3240000000005,3002.9400000000023,3003.3240000000005,1,3003.3240000000005,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,,,
6,1.69908E+12,4/11/2023 5:23,1.69909E+12,3.5,4/11/2023 11:53,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,1,practice,Screen 1,d41d54,1,continue,,567.2220000000016,567.2220000000016,567.2220000000016,567.2220000000016,567.2220000000016,567.2220000000016,1,567.2220000000016,0,0,,Fixation Timing,Fixation,1,object-70,practice,inandı.mp3,acceptable,GramHarm,practice,inandı,n/a,7,1,
7,1.69908E+12,4/11/2023 5:23,1.69909E+12,3.5,4/11/2023 11:53,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,1,practice,Screen 2,uuh3ru,2,info,audio started,16.68300000000454,0,16.68300000000454,16.68300000000454,0,16.68300000000454,0,16.68300000000454,0,0,,Audio Clip,Audio,1,object-73,practice,inandı.mp3,acceptable,GramHarm,practice,inandı,n/a,7,1,
8,1.69908E+12,4/11/2023 5:23,1.69909E+12,3.5,4/11/2023 11:53,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,1,practice,Screen 2,uuh3ru,2,continue,,898.1619999999966,884.1989999999932,898.1619999999966,898.1619999999966,884.1989999999932,898.1619999999966,0,898.1619999999966,0,0,,Audio Clip,Audio,1,object-73,practice,inandı.mp3,acceptable,GramHarm,practice,inandı,n/a,7,1,
9,1.69908E+12,4/11/2023 5:23,1.69909E+12,3.5,4/11/2023 11:53,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,1,practice,Screen 5,2nfik6,3,response,acceptable,657.9630000000034,650.6370000000024,657.9630000000034,657.9630000000034,650.6370000000024,657.9630000000034,1,657.9630000000034,0,0,,Keyboard Response,Keyboard Response,1,object-112,practice,inandı.mp3,acceptable,GramHarm,practice,inandı,n/a,7,1,
10,1.69908E+12,4/11/2023 5:23,1.69909E+12,3.5,4/11/2023 11:53,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,2,practice,Screen 1,d41d54,1,continue,,567.2219999999943,567.2219999999943,567.2219999999943,567.2219999999943,567.2219999999943,567.2219999999943,1,567.2219999999943,0,0,,Fixation Timing,Fixation,1,object-70,practice,atıldu.mp3,unacceptable,HarmViol,practice,atıldu,n/a,13,1,
