Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-nnh1,counterbalance-yw81,randomiser-rl3q,counterbalance-oqb7,counterbalance-3hrr,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: stimuli,Spreadsheet: answer,Spreadsheet: condition,Spreadsheet: set,Spreadsheet: item,Spreadsheet: Freq,Spreadsheet: trial,Spreadsheet: block,Manipulation: Spreadsheet
525,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,116,trial,Screen 2,iz63v2,2,info,audio started,7.260000000009313,0,7.260000000009313,7.260000000009313,0,7.260000000009313,0,7.260000000009313,0,0,,Audio Clip,Audio,1,object-44,trial,gördy.mp3,unacceptable,GramHarm,critical,gördy,"2,852",136,2,
526,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,116,trial,Screen 2,iz63v2,2,continue,,769.2600000000093,755.32,769.2600000000093,769.2600000000093,755.32,769.2600000000093,0,769.2600000000093,0,0,,Audio Clip,Audio,1,object-44,trial,gördy.mp3,unacceptable,GramHarm,critical,gördy,"2,852",136,2,
527,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,116,trial,Screen 7,ru9xsg,3,response,acceptable,469.9400000000023,453.5999999999767,469.9400000000023,469.9400000000023,453.5999999999767,469.9400000000023,0,469.9400000000023,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,gördy.mp3,unacceptable,GramHarm,critical,gördy,"2,852",136,2,
528,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,117,trial,Screen 1,mm8vqg,1,continue,,569.5200000000186,569.5200000000186,569.5200000000186,569.5200000000186,569.5200000000186,569.5200000000186,1,569.5200000000186,0,0,,Fixation Timing,Fixation,1,object-17,trial,dötağac.mp3,acceptable,Gramm.Num,critical,dörd ağac,"4,040",29,2,
529,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,117,trial,Screen 2,iz63v2,2,info,audio started,7.820000000006985,0,7.820000000006985,7.820000000006985,0,7.820000000006985,0,7.820000000006985,0,0,,Audio Clip,Audio,1,object-44,trial,dötağac.mp3,acceptable,Gramm.Num,critical,dörd ağac,"4,040",29,2,
530,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,117,trial,Screen 2,iz63v2,2,continue,,865.82,856.2999999999884,865.82,865.82,856.2999999999884,865.82,0,865.82,0,0,,Audio Clip,Audio,1,object-44,trial,dötağac.mp3,acceptable,Gramm.Num,critical,dörd ağac,"4,040",29,2,
531,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,117,trial,Screen 7,ru9xsg,3,response,acceptable,261.5200000000186,251.40000000002328,261.5200000000186,261.5200000000186,251.40000000002328,261.5200000000186,1,261.5200000000186,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,dötağac.mp3,acceptable,Gramm.Num,critical,dörd ağac,"4,040",29,2,
532,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,118,trial,Screen 1,mm8vqg,1,continue,,570.6599999999744,570.6599999999744,570.6599999999744,570.6599999999744,570.6599999999744,570.6599999999744,1,570.6599999999744,0,0,,Fixation Timing,Fixation,1,object-17,trial,vurdu.mp3,unacceptable,GramHarm,critical,vurdu,"1,779",138,2,
533,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,118,trial,Screen 2,iz63v2,2,info,audio started,5.460000000020955,0,5.460000000020955,5.460000000020955,0,5.460000000020955,0,5.460000000020955,0,0,,Audio Clip,Audio,1,object-44,trial,vurdu.mp3,unacceptable,GramHarm,critical,vurdu,"1,779",138,2,
534,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,118,trial,Screen 2,iz63v2,2,response,acceptable,709.46,704.8600000000442,709.46,709.46,704.8600000000442,709.46,0,709.46,0,0,,Keyboard Response,Keyboard Response,4,object-124,trial,vurdu.mp3,unacceptable,GramHarm,critical,vurdu,"1,779",138,2,
535,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,118,trial,Screen 7,ru9xsg,3,response,acceptable,427.9199999999837,420.18,427.9199999999837,427.9199999999837,420.18,427.9199999999837,0,427.9199999999837,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,vurdu.mp3,unacceptable,GramHarm,critical,vurdu,"1,779",138,2,
536,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,119,trial,Screen 1,mm8vqg,1,continue,,570.4599999999627,570.4599999999627,570.4599999999627,570.4599999999627,570.4599999999627,570.4599999999627,1,570.4599999999627,0,0,,Fixation Timing,Fixation,1,object-17,trial,üçqapılar.mp3,unacceptable,SemViol,critical,üç qapılar,754,103,2,
537,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,119,trial,Screen 2,iz63v2,2,info,audio started,7.28,0,7.28,7.28,0,7.28,0,7.28,0,0,,Audio Clip,Audio,1,object-44,trial,üçqapılar.mp3,unacceptable,SemViol,critical,üç qapılar,754,103,2,
538,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,119,trial,Screen 2,iz63v2,2,continue,,1042.280000000028,1039.240000000049,1042.280000000028,1042.280000000028,1039.240000000049,1042.280000000028,0,1042.280000000028,0,0,,Audio Clip,Audio,1,object-44,trial,üçqapılar.mp3,unacceptable,SemViol,critical,üç qapılar,754,103,2,
539,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,119,trial,Screen 7,ru9xsg,3,response,acceptable,170.03999999997905,168.47999999998137,170.03999999997905,170.03999999997905,168.47999999998137,170.03999999997905,0,170.03999999997905,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,üçqapılar.mp3,unacceptable,SemViol,critical,üç qapılar,754,103,2,
540,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,120,trial,Screen 1,mm8vqg,1,continue,,569.5599999999977,569.5599999999977,569.5599999999977,569.5599999999977,569.5599999999977,569.5599999999977,1,569.5599999999977,0,0,,Fixation Timing,Fixation,1,object-17,trial,dötdəqıqə.mp3,acceptable,FillerGram,filler,dörd dəqiqə,8533,176,2,
541,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,120,trial,Screen 2,iz63v2,2,info,audio started,7,0,7,7,0,7,0,7,0,0,,Audio Clip,Audio,1,object-44,trial,dötdəqıqə.mp3,acceptable,FillerGram,filler,dörd dəqiqə,8533,176,2,
542,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,120,trial,Screen 2,iz63v2,2,continue,,1017,1007.179999999993,1017,1017,1007.179999999993,1017,0,1017,0,0,,Audio Clip,Audio,1,object-44,trial,dötdəqıqə.mp3,acceptable,FillerGram,filler,dörd dəqiqə,8533,176,2,
543,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,120,trial,Screen 7,ru9xsg,3,response,acceptable,256.82,251.05999999999767,256.82,256.82,251.05999999999767,256.82,1,256.82,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,dötdəqıqə.mp3,acceptable,FillerGram,filler,dörd dəqiqə,8533,176,2,
544,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,121,trial,Screen 1,mm8vqg,1,continue,,570.6199999999953,570.6199999999953,570.6199999999953,570.6199999999953,570.6199999999953,570.6199999999953,1,570.6199999999953,0,0,,Fixation Timing,Fixation,1,object-17,trial,oxular.mp3,unacceptable,SynViol.Pl,critical,oxular,n/a,73,2,
545,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,121,trial,Screen 2,iz63v2,2,info,audio started,5.14,0,5.14,5.14,0,5.14,0,5.14,0,0,,Audio Clip,Audio,1,object-44,trial,oxular.mp3,unacceptable,SynViol.Pl,critical,oxular,n/a,73,2,
546,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,121,trial,Screen 2,iz63v2,2,continue,,741.14,738.4800000000396,741.14,741.14,738.4800000000396,741.14,0,741.14,0,0,,Audio Clip,Audio,1,object-44,trial,oxular.mp3,unacceptable,SynViol.Pl,critical,oxular,n/a,73,2,
547,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,121,trial,Screen 7,ru9xsg,3,response,unacceptable,921.6599999999744,905.3799999999464,921.6599999999744,921.6599999999744,905.3799999999464,921.6599999999744,1,921.6599999999744,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,oxular.mp3,unacceptable,SynViol.Pl,critical,oxular,n/a,73,2,
548,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,122,trial,Screen 1,mm8vqg,1,continue,,570.4000000000233,570.4000000000233,570.4000000000233,570.4000000000233,570.4000000000233,570.4000000000233,1,570.4000000000233,0,0,,Fixation Timing,Fixation,1,object-17,trial,dağlar.mp3,acceptable,Gramm.Simple,critical,dağlar,"1,395",9,2,
549,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,122,trial,Screen 2,iz63v2,2,info,audio started,7.880000000004657,0,7.880000000004657,7.880000000004657,0,7.880000000004657,0,7.880000000004657,0,0,,Audio Clip,Audio,1,object-44,trial,dağlar.mp3,acceptable,Gramm.Simple,critical,dağlar,"1,395",9,2,
550,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,122,trial,Screen 2,iz63v2,2,continue,,793.8800000000047,789.7200000000303,793.8800000000047,793.8800000000047,789.7200000000303,793.8800000000047,0,793.8800000000047,0,0,,Audio Clip,Audio,1,object-44,trial,dağlar.mp3,acceptable,Gramm.Simple,critical,dağlar,"1,395",9,2,
551,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,122,trial,Screen 7,ru9xsg,3,response,acceptable,1278.1599999999744,1274.6999999999534,1278.1599999999744,1278.1599999999744,1274.6999999999534,1278.1599999999744,1,1278.1599999999744,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,dağlar.mp3,acceptable,Gramm.Simple,critical,dağlar,"1,395",9,2,
552,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,123,trial,Screen 1,mm8vqg,1,continue,,570.2200000000303,570.2200000000303,570.2200000000303,570.2200000000303,570.2200000000303,570.2200000000303,1,570.2200000000303,0,0,,Fixation Timing,Fixation,1,object-17,trial,dötqarpız.mp3,acceptable,Gramm.Num,critical,dörd qarpız,462,38,2,
553,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,123,trial,Screen 2,iz63v2,2,info,audio started,6.239999999990687,0,6.239999999990687,6.239999999990687,0,6.239999999990687,0,6.239999999990687,0,0,,Audio Clip,Audio,1,object-44,trial,dötqarpız.mp3,acceptable,Gramm.Num,critical,dörd qarpız,462,38,2,
554,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,123,trial,Screen 2,iz63v2,2,continue,,1083.2399999999907,1074.3399999999674,1083.2399999999907,1083.2399999999907,1074.3399999999674,1083.2399999999907,0,1083.2399999999907,0,0,,Audio Clip,Audio,1,object-44,trial,dötqarpız.mp3,acceptable,Gramm.Num,critical,dörd qarpız,462,38,2,
555,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,123,trial,Screen 7,ru9xsg,3,response,acceptable,355.9000000000233,351.5200000000186,355.9000000000233,355.9000000000233,351.5200000000186,355.9000000000233,1,355.9000000000233,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,dötqarpız.mp3,acceptable,Gramm.Num,critical,dörd qarpız,462,38,2,
556,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,124,trial,Screen 1,mm8vqg,1,continue,,571,571,571,571,571,571,1,571,0,0,,Fixation Timing,Fixation,1,object-17,trial,görüşdi.mp3,unacceptable,HarmViol,critical,görüşdi,845,155,2,
557,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,124,trial,Screen 2,iz63v2,2,info,audio started,5.380000000004657,0,5.380000000004657,5.380000000004657,0,5.380000000004657,0,5.380000000004657,0,0,,Audio Clip,Audio,1,object-44,trial,görüşdi.mp3,unacceptable,HarmViol,critical,görüşdi,845,155,2,
558,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,124,trial,Screen 2,iz63v2,2,continue,,842.3800000000047,838.7600000000093,842.3800000000047,842.3800000000047,838.7600000000093,842.3800000000047,0,842.3800000000047,0,0,,Audio Clip,Audio,1,object-44,trial,görüşdi.mp3,unacceptable,HarmViol,critical,görüşdi,845,155,2,
559,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,124,trial,Screen 7,ru9xsg,3,response,acceptable,194.61999999999534,184.97999999998137,194.61999999999534,194.61999999999534,184.97999999998137,194.61999999999534,0,194.61999999999534,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,görüşdi.mp3,unacceptable,HarmViol,critical,görüşdi,845,155,2,
560,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,125,trial,Screen 1,mm8vqg,1,continue,,570.1600000000326,570.1600000000326,570.1600000000326,570.1600000000326,570.1600000000326,570.1600000000326,1,570.1600000000326,0,0,,Fixation Timing,Fixation,1,object-17,trial,beşnəfər.mp3,acceptable,FillerGram,filler,beş nəfər,45636,171,2,
561,1.69696E+12,10/10/2023 18:02,1.69697E+12,3.5,11/10/2023 0:32,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,125,trial,Screen 2,iz63v2,2,info,audio started,6.4799999999813735,0,6.4799999999813735,6.4799999999813735,0,6.4799999999813735,0,6.4799999999813735,0,0,,Audio Clip,Audio,1,object-44,trial,beşnəfər.mp3,acceptable,FillerGram,filler,beş nəfər,45636,171,2,
562,1.69696E+12,10/10/2023 18:03,1.69697E+12,3.5,11/10/2023 0:33,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,125,trial,Screen 2,iz63v2,2,continue,,803.4799999999814,787.2399999999907,803.4799999999814,803.4799999999814,787.2399999999907,803.4799999999814,0,803.4799999999814,0,0,,Audio Clip,Audio,1,object-44,trial,beşnəfər.mp3,acceptable,FillerGram,filler,beş nəfər,45636,171,2,
563,1.69696E+12,10/10/2023 18:03,1.69697E+12,3.5,11/10/2023 0:33,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,125,trial,Screen 7,ru9xsg,3,response,acceptable,81.23999999999069,68.35999999998603,81.23999999999069,81.23999999999069,68.35999999998603,81.23999999999069,1,81.23999999999069,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,beşnəfər.mp3,acceptable,FillerGram,filler,beş nəfər,45636,171,2,
564,1.69696E+12,10/10/2023 18:03,1.69697E+12,3.5,11/10/2023 0:33,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,126,trial,Screen 1,mm8vqg,1,continue,,570.2999999999884,570.2999999999884,570.2999999999884,570.2999999999884,570.2999999999884,570.2999999999884,1,570.2999999999884,0,0,,Fixation Timing,Fixation,1,object-17,trial,üçeşit.mp3,unacceptable,SynViol.Num,critical,üç eşit,111,52,2,
565,1.69696E+12,10/10/2023 18:03,1.69697E+12,3.5,11/10/2023 0:33,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,126,trial,Screen 2,iz63v2,2,info,audio started,5.580000000016298,0,5.580000000016298,5.580000000016298,0,5.580000000016298,0,5.580000000016298,0,0,,Audio Clip,Audio,1,object-44,trial,üçeşit.mp3,unacceptable,SynViol.Num,critical,üç eşit,111,52,2,
566,1.69696E+12,10/10/2023 18:03,1.69697E+12,3.5,11/10/2023 0:33,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,126,trial,Screen 2,iz63v2,2,continue,,859.5800000000163,855.0200000000186,859.5800000000163,859.5800000000163,855.0200000000186,859.5800000000163,0,859.5800000000163,0,0,,Audio Clip,Audio,1,object-44,trial,üçeşit.mp3,unacceptable,SynViol.Num,critical,üç eşit,111,52,2,
567,1.69696E+12,10/10/2023 18:03,1.69697E+12,3.5,11/10/2023 0:33,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,126,trial,Screen 7,ru9xsg,3,response,acceptable,802.5599999999977,787.54,802.5599999999977,802.5599999999977,787.54,802.5599999999977,0,802.5599999999977,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,üçeşit.mp3,unacceptable,SynViol.Num,critical,üç eşit,111,52,2,
568,1.69696E+12,10/10/2023 18:03,1.69697E+12,3.5,11/10/2023 0:33,140886,2,task-7vyf,,32147027,BLIND,9506472,,complete,rhtfqe,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x596,,,0,SAVANT Task,12,Spreadsheet1,spreadsheet3,1,,,spreadsheet1,127,trial,Screen 1,mm8vqg,1,continue,,571.1199999999953,571.1199999999953,571.1199999999953,571.1199999999953,571.1199999999953,571.1199999999953,1,571.1199999999953,0,0,,Fixation Timing,Fixation,1,object-17,trial,beşyarpaq.mp3,acceptable,Gramm.Num,critical,beş yarpaq,562,27,2,
